Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Reject,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Dem_Gender,Dem_Birth,Dem_Education,Dem_Geography,Follow_2,Follow_1_1,Follow_1_2,Follow_1_3,Follow_3,Interview_Choice,Consent_2,Q210,Q151,condition
TRUE,I CONSENT to take part in the study.,2.885,18.778,46.284,3,The system ges in to the facebook profile of the person and starts making a profile for their system.This is easier for the company to do and will find a better match  ,,27.228,103.003,104.083,7,I am traveling and the person in the profile offers to host me.,John is easy to see.,51.735,100.611,103.208,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,18.945,21.993,23.921,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,19.195,21.898,24.073,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,13.118,17.172,19.025,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,16.329,23.165,24.124,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,14.775,19.606,20.283,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,17.422,23.303,24.13,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,21.673,36.135,37.406,6,80,80,Highly confident  100%,15.731,23.989,24.706,6,Highly confident  100%,Highly confident  100%,Highly confident  100%,16.043,23.598,24.373,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,12.93,16.844,17.924,5,90,90,Strongly agree 100%,5.071,10.648,11.574,4,80,90,70,50,5.028,18.713,19.704,5,Female,1962,High school graduate,Rural,i think it is really interesting .It will benefit others that want to use and I think they will be pleased with it ,warth,friendly,clean,to see how people would look at a system like this and would it help them find what they are looking for ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,4.387,0,"The system is creating profiles. It makes an address and name then, the system elaborates.",,6.638,37.391,57.44,8,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.745,15.371,16.203,5,80,80,90,2.833,7.087,7.17,11,80,80,90,1.32,7.548,8.079,11,80,80,90,2.665,8.925,9.807,10,80,80,Highly confident  100%,214.782,220.938,221.768,8,70,70,80,4.66,8.96,9.435,8,60,60,60,5.357,10.595,12.311,16,70,70,80,1.542,11.07,11.583,8,60,60,60,1.824,4.429,4.975,8,70,60,60,1.39,8.401,9.087,10,70,70,80,2.101,6.949,10.139,11,Strongly disagree 0%,Strongly disagree 0%,Strongly disagree 0%,4.112,6.849,7.526,7,20,30,80,40,3.29,10.49,11.12,9,Female,1983,Bachelor's degree in college,Suburban,"I think this system is okay although I don’t like ai too much. This is one of those instances where it eliminates the tediousness for humans,",Content ,Offering to help ,Tone,Judging people/trust,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,17.335,0,It is scanning information on the persons faces book. Then based on some criteria it takes that info and makes a few sentences out of it. ,,22.478,22.478,61.099,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,9.69,18.753,22.579,2,80,40,50,1.176,2.472,3.589,3,60,50,30,13.764,18.233,19.639,5,70,40,50,7.049,8.619,9.55,3,70,50,40,1.302,2.172,5.115,3,40,60,50,2.365,6.07,6.497,6,60,50,60,11.845,14.191,15.277,5,30,30,20,13.531,18.815,20.127,4,20,10,80,13.36,17.02,17.74,4,70,40,60,3.199,5.381,6.289,5,30,40,80,10.023,14.116,15.466,4,60,60,40,1.999,3.521,4.318,3,40,40,50,40,2.218,5.309,8.874,4,Male,1988,Bachelor's degree in college,Suburban,It seems simple enough. I wonder how real it would be.,Truth,Age,Job,dunno,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,37.163,0,The system is creating a name for a URL to personalize your web page. It is also creating a profile from your information to bring in potential customers. ,,14.657,62.538,113.402,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.962,25.605,27.171,2,90,80,90,8.21,10.706,11.48,3,Highly confident  100%,80,90,7.617,12.439,13.146,5,80,70,90,7.998,12.179,13.681,3,60,40,70,9.384,19.003,19.912,5,80,70,90,13.373,18.4,19.109,3,70,50,80,20.602,26.671,27.397,5,70,30,80,17.319,28.222,29.109,5,70,50,80,6.537,9.481,10.189,3,70,50,80,8.087,11.189,11.948,3,90,70,90,59.77,62.43,63.247,3,70,60,60,5.302,11.73,12.62,3,70,60,30,40,4.16,17.84,18.83,5,Female,1984,High school graduate,Suburban,I think it worked really well and was very convincing. I think it has good sentence skills and was not confusing.,If they described their home,If they themselves traveled a lot,If they sounded knowledgeable about the city,To see if people believe others to be honest by using certain keywords and descriptions. ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,11.871,0,"Based on your profile, the system will summarize all that you do and create a personalized profile. It will take information from your biography, posts, and reviews.",,15.32,15.32,56.75,1,The person in the profile is traveling and I am offering to host.,John is eager to see.,3.782,7.391,8.358,3,70,30,70,3.575,7.831,8.679,3,70,30,80,4.378,7.821,8.688,3,70,20,80,51.305,58.368,59.127,5,50,50,50,5.878,8.529,10.1,3,60,40,60,9.07,11.171,15.007,3,70,20,70,6.329,10.909,11.784,3,40,60,50,18.991,26.072,27.562,4,50,50,40,5.185,9.358,10.077,3,60,30,50,8.745,11.252,12.376,3,80,20,70,3.979,8.083,9.538,3,50,50,60,2.767,6.084,7.001,3,80,Strongly agree 100%,80,20,2.728,9.577,10.425,4,Male,1987,Bachelor's degree in college,Urban,"I believe this system can be a pretty good addition for your social networking sites. It can, for the most part, create a unique profile that serve its purpose in informing the people visiting as to what kind of person you are.",Their profession.,Their vocabulary.,Education.,I'm not sure.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,11.853,0,"The system is going through the host's facebook profile, and is scraping information.  With that info, it is generating a 'host profile' through a homeshare site like Airbnb or VRBO to try to attract guests.",,13.156,15.137,70.871,2,I am traveling and the person in the profile offers to host me.,John is easy to see.,6.938,25.673,27.137,3,70,80,70,8.511,14.88,16.306,5,80,70,70,6.904,12.715,13.811,5,80,80,70,5.009,8.136,9.19,4,60,80,70,5.985,10.322,11.825,5,70,70,70,5.581,12.244,13.258,5,50,50,50,11.712,17.121,20.168,5,50,50,50,15.13,20.863,22.311,5,60,70,60,5.712,11.562,12.833,6,60,60,60,6.575,11.865,13.016,5,60,60,60,7.583,10.834,12.437,4,60,60,50,4.422,10.497,11.179,5,50,70,40,30,4.741,13.383,15.131,5,Male,1975,"Professional degree (JD, MD)",Suburban,"It's interesting.  However, there are privacy concerns in regards to having a website 'scrape' your information from social media.  What is going to happen with that info afterwards?",Availability,"""know the city"" ",Occupation,"Rating host profiles, if we wanted to stay with said host after their user profile was auto generated by AI",,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,14.332,0,"Going into face and taking information from that platform, then turning it into a profile for the host profile. ",,10.768,10.768,52.148,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.84,15.392,21.996,2,90,90,Highly confident  100%,10.908,14.166,15.052,3,90,80,90,12.712,17.716,19.124,4,60,80,70,13.798,16.678,17.542,3,90,80,80,8.358,11.378,12.294,3,90,80,Highly confident  100%,13.72,19.588,20.64,4,60,60,50,9.902,14.2,15.204,3,60,60,90,10.896,15.366,16.072,3,50,50,50,9.054,13.884,15.212,3,60,70,90,22.952,27.864,28.848,4,70,50,80,10.96,19.296,20.138,4,80,80,60,2.282,5.786,6.756,3,60,80,20,50,3.908,13.658,14.526,4,Female,1961,Bachelor's degree in college,Rural,I think that it is quite interesting.  I also feel it may or may not be reflective of what that person is actually like.   I would need to see photos and reviews to make a well informed decision,atmosphere--would like photos of the inside of home,map--where is the house located?,reviews of the hosts.,To see how I feel about potential hosts that's profiles are created by AI,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,8.384,0,"I would assume analyzing information to provide the ""host"" result. ",,35.222,50.996,51.528,2,I am traveling and the person in the profile offers to host me.,John is easy to see.,4.844,12.442,13.734,2,Not confident 0%,Not confident 0%,Not confident 0%,5.864,8.09,9.77,3,Not confident 0%,Not confident 0%,Not confident 0%,7.17,9.092,10.602,3,Not confident 0%,Not confident 0%,Not confident 0%,8.036,9.82,11.37,3,Not confident 0%,Not confident 0%,Not confident 0%,4.606,6.934,8.818,3,Not confident 0%,Not confident 0%,Not confident 0%,6.362,8.724,9.718,5,Not confident 0%,Not confident 0%,Not confident 0%,7.3,8.708,10.056,3,Not confident 0%,Not confident 0%,Not confident 0%,5.52,8.178,9.414,5,Not confident 0%,Not confident 0%,Not confident 0%,5.78,7.348,8.738,3,Not confident 0%,Not confident 0%,Not confident 0%,18.44,20.708,21.622,3,Not confident 0%,Not confident 0%,Not confident 0%,7.58,10.224,12.214,3,50,20,50,0.106,19.99,21.274,6,Strongly disagree 0%,10,20,Strongly disagree 0%,2.24,12.942,13.33,5,Male,1983,Bachelor's degree in college,Suburban,"I don't think anything of it. First of all, I'm ""uncomfortable"" with artificial intelligence because I do understand it. Secondly, I wouldn't trust any ""decision"" made by artificial intelligence. And finally, I don't know how I could determine anything about someone's personality or home based on a few sentences on the internet. ",I would need actual information,People lie all the time,Artificial intelligence is unreliable,"not sure, and I realize I answered many of the questions the same but I don't see how I could have any confidence about someones home or personality traits based on the information given. ",,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,15.289,0,The system scans the host's Facebook profile. It uses that information to understand who the person is. That allows the system to generate a bio for the host.,,20.382,113.59,167.344,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,12.257,37.214,38.426,2,90,90,90,4.056,5.188,6.289,3,90,90,Highly confident  100%,9.515,12.166,13.354,4,70,70,80,14.645,21.096,21.531,5,90,90,90,4.751,7.762,8.571,4,90,90,90,4.293,6.019,6.349,4,70,80,90,7.534,10.03,10.892,4,90,90,90,8.876,10.9,11.696,3,60,70,80,9.144,13.114,13.458,4,80,80,90,8.027,12.943,13.377,4,80,80,90,9.796,16.284,17.217,4,80,80,80,3.133,7.671,8.376,4,90,Strongly agree 100%,60,10,2.786,13.73,15.216,4,Male,1994,High school graduate,Urban,I think the system is very advanced. It's impressive that with such little info it could generate such a detailed bio.,Do they have a steady job,Do they have a good vibe,Do they respect privacy,To help create AI software for Airbnb,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,63.222,0,The system seems to be logging into the hosts facebook account. From there it is populating a profile of the host that it puts together into friendly language for the customers.,,11.7,114.507,115.32,7,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.624,19.62,20.897,5,80,80,80,12.334,18.789,19.481,8,90,90,60,57.103,66.487,67.383,8,80,80,80,12.743,23.119,23.194,9,60,60,70,10.439,14.125,14.923,8,90,90,90,3.929,68.806,69.742,9,70,80,80,2.903,9.062,9.999,8,50,40,70,7.379,38.24,39.271,9,40,40,60,39.079,48.432,49.377,9,40,40,60,13.038,19.34,19.563,10,70,70,80,11.391,16.414,17.165,10,90,90,50,13.384,19.684,20.737,9,70,70,70,10,6.873,17.96,19.033,9,Female,1974,High school graduate,Suburban,"It seems ok, but I'm not crazy about it populating information from my social media accounts.Would be handy for hosting though. The program seems to do what the host could do on thier own though.","Cleanliness: If the host mentions having a comfortable, nice home.",Local: If the host mentions knowing the area well.,Interests: If host mentions activities that I would enjoy.,How you feel about AI populating personal info.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,53.616,0,The system is giving the information about where the place is to stay. Its gives the general location ,,15.308,15.308,45.108,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.563,15.115,15.955,2,50,60,60,9.399,11.408,12.443,3,50,50,50,8.571,10.523,11.542,3,40,50,50,12.076,15.3,16.139,3,50,50,60,4.195,6.762,7.559,3,40,50,60,6.055,7.775,8.525,3,50,50,50,6.329,7.906,8.763,3,50,50,50,2.587,4.348,5.689,3,30,40,60,18.314,29.523,30.184,4,50,50,50,0.772,2.395,3.193,3,50,50,50,6.369,8.049,8.749,3,50,50,50,1.357,3.349,4.241,3,60,40,60,40,13.497,25.154,25.895,4,Female,1989,High school graduate,Rural,I think this system can be very helpful for some people. I know there will be some individuals whom will not like it and would prefer to talk to the actual people.,"Cleanliness,how the place looked and smelled","Furnished,i want somewhere that has couch and all the belongings",If anyone else was there besides me or not,To see how humans would like Artificial Intelligence taking over things,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,26.421,0,The system is generating a custom profile for the host. It's using their Facebook profile to retrieve the information.,,22.707,22.707,87.444,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.768,19.869,23.968,2,Highly confident  100%,90,90,10.322,14.179,15.554,3,70,90,Highly confident  100%,11.576,16.461,17.73,3,80,80,80,4.428,7.463,9.694,4,Highly confident  100%,Highly confident  100%,Highly confident  100%,5.34,7.906,9.067,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.573,12.751,13.277,4,50,50,50,17.334,20.332,21.66,3,50,50,60,8.304,11.919,13.604,3,50,50,40,17.298,21.968,23.399,3,30,30,50,12.772,17.764,19.279,3,80,90,90,7.632,11.922,13.146,3,60,60,50,3.376,7.252,8.368,3,80,Strongly agree 100%,90,Strongly disagree 0%,3.711,12.177,13.893,4,Female,1987,Bachelor's degree in college,Urban,"I think the system is nice but not the best at describing every host. I noticed that some of the profiles seemed very ""flat"" and automated. Like it wasn't actually written by a person.",How well the profiles read.,If they seemed natural and sincere.,How much the profiles described the hosts.,I'm not sure.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,12.42,0,It is looking at his facebook page and gathering information. Then it creates a profile that looks like a person wrote it.,,22.256,22.256,55.146,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,16.206,32.178,33.416,2,50,70,70,12.45,14.598,18.854,3,70,40,80,9.348,15.592,21.848,3,40,60,50,21.528,23.746,24.912,3,80,80,60,5.378,7.744,8.846,3,80,Highly confident  100%,80,8.178,16.922,18.868,3,60,80,70,7.78,13.94,15.416,3,30,30,50,12.742,17.24,17.762,4,Not confident 0%,Not confident 0%,20,8.098,12.084,13.172,3,20,20,70,9.22,19.634,23.7,3,40,50,50,13.404,23.786,25.226,3,80,70,60,4.6,8.512,9.7,4,60,70,50,50,4.496,12.59,13.462,4,Female,1979,Bachelor's degree in college,Suburban,I thought that since the write up were pretty short it would be more beneficial for it to be actually written by a person. But on the other hand it seemed to sum up things nicely.,lifestyle,previous history with hospitality,personality,How we perceived different profiles written via AI,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,12.123,0,The system is going through a users profile and collecting data. It then uses this data to create a profile for the person.,,12.231,12.347,59.17,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.149,13.207,15.009,4,80,80,80,6.94,14.089,15.493,12,90,90,80,3.205,11.394,12.331,14,70,90,80,4.525,31.98,32.685,17,70,80,80,4.464,11.487,13.008,12,90,90,90,4.06,27.599,29.24,14,80,80,80,4.467,32.864,32.903,21,60,70,80,4.372,12.607,13.639,13,70,90,80,4.972,28.409,29.988,20,60,80,80,15.884,27.027,28.153,15,80,80,90,0.843,24.175,24.696,28,80,80,60,1.812,11.435,11.475,14,70,80,80,30,2.992,18.296,19.658,15,Male,1991,Bachelor's degree in college,Urban,"It seems useful, but still needs more work. It gave good intro but made a few errors.",If the person had time to maintain and clean the house.,Why they liked hosting.,What things they did for a living or how they spent their time.,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
